original file : ch4_bal_surface-multi_1_ccgg_event.txt
organization : NOAA ESRL
organization acronym : NOAA
contact name : Ed Dlugokencky
contact email : ed.dlugokencky@noaa.gov
original timezone : UTC
timezone this file : UTC
units : ppb
siteid year month day hour minute second value value_unc nvalue latitude longitude altitude elevation intake_height QCflag scale
BAL,2005,01,03,12,45,00,1870.980,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,03,12,45,00,1870.550,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,06,01,50,00,1915.500,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,10,01,20,00,1897.470,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,10,01,20,00,1896.060,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,13,01,45,00,1902.110,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,13,01,45,00,1898.210,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,16,13,50,00,1899.720,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,16,13,50,00,1896.210,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,20,01,45,00,1888.950,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,20,01,45,00,1886.710,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,23,13,40,00,1872.340,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,23,13,40,00,1871.130,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,27,02,05,00,1924.940,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,27,02,05,00,1921.950,1.870,-9,55.4100, 17.0600,28,3,25,1,3
BAL,2005,01,30,13,50,00,-999.999,-999.999,-9,55.4100, 17.0600,28,3,25,3,3
BAL,2005,01,30,13,50,00,-999.999,-999.999,-9,55.4100, 17.0600,28,3,25,3,3
BAL,2005,02,03,01,55,00,1888.600,1.870,-9,55.4100, 17.0600,28,3,25,1,3
